Year,Bs,T,B,CT,LB,MG,DG
1978,,,,,,,
1978,,,,,,,
1978,,,,,,,
1978,-4.3,-1.2,0.1,-1.9,-1.4,-0.6,-1
1978,-0.8,-0.2,0.5,0,0.8,0,0.4
1978,0.5,2.1,1.1,2,1.2,2.1,2.2
1978,0.5,2.5,1.5,0.7,2,2.1,1.3
1978,0.5,2.2,1.7,1.6,1.7,2.3,2
1978,-0.4,0.4,1.5,0.8,2.1,2.1,1.4
1978,-2,0.5,1.3,0,1.5,-0.3,-0.2
1978,1.9,0.6,2.6,3.2,2.5,3.5,3.6
1978,-1.3,-0.8,0.9,0,0,-1.3,-0.1
1978,0.5,-0.6,-0.7,1.1,0,1,0.9
1978,-2.8,-1.1,-2.8,-1.8,-3.3,-2,-2
1978,-0.7,1.3,1.5,-1.1,0,-0.7,0.2
1978,0.5,1.8,0.4,0.3,0.9,0.8,1.1
1978,-0.1,1,0.6,1.1,1,1.9,1.4
1978,-2.5,-4.5,0.2,0,0.7,1.4,1.4
1978,0.5,0.6,1.6,0.2,0.6,0.9,0.5
1978,0.4,0.6,1,0.6,1.4,0.5,0.4
1978,-0.8,0.5,1,0.5,1.4,1.2,0.5
1978,2.5,1.9,2.9,2.9,2.6,3,2.6
1978,-0.6,0.6,0.2,0.6,0.7,1.2,1.2
1978,0.5,1,0,0.4,0,1.5,0.5
1978,-0.3,0.7,-1.4,-1.9,-0.6,-1.4,-1.1
1978,-0.3,2,1.4,-2.5,2.4,2,0.8
1978,0.1,-0.9,0.3,0.4,0.9,1.2,-0.1
1978,1,-2.5,1.4,0.1,1,1.4,1.1
1978,-1.2,0.3,0.8,-1,1.1,0.6,0
1978,1,1.5,0.1,1,0,0.8,0.9
1978,0.6,0.7,0.8,-0.3,1,0.6,0.8
1978,-1.7,-2,-1.2,-2.1,-0.1,-0.2,-0.3
1978,3.2,-0.1,3.3,1.3,3.2,3.7,2.9
1978,1.8,1.9,1.6,2.2,0.7,2.3,2.8
1978,,-0.3,0.8,0.8,0.1,-0.1,0.3
1978,,1.5,1.7,-0.5,0.9,-0.1,-0.2
1978,,-0.6,0.2,0,1.7,2.1,1.9
1978,,-1.6,0.6,-0.6,0.1,-0.5,0.2
1978,,0.6,0.7,3,0.7,1.9,3.2
1978,,1.8,1,1,0.6,0.9,0.9
1978,,1.7,1.3,2.7,3.1,3.6,2.9
1978,3.2,2.7,3,3.7,2.9,3.8,3.8
1978,0.5,0.6,1.9,1.4,1,2.3,1.4
1978,0.9,1.7,1.1,1,1.1,1,1.1
1978,1.9,4.1,2.8,2.3,2.7,1.3,1.8
1978,-0.8,1.8,0.7,0.5,0.5,0.7,0.7
1978,-1,-3.4,0,-1.4,-0.7,0.5,-0.3
1978,-1,-0.8,0.3,-1,0.2,0.3,0.8
1978,-2.1,-0.4,0,0,0.7,0.8,1.2
1978,-0.1,1.1,0.7,1.3,1.5,2.1,1.3
1978,0.4,1.6,0.5,0.4,0.7,1.3,1.3
1978,2,2.5,1.3,2,1.3,2.4,1.4
1978,4,3.5,2.3,3.9,2.3,3.8,4.5
1978,-0.4,0,0.4,-3,0.9,0.8,0
1978,-1,-0.3,0.7,-1.5,1.7,1,0.7
1978,-0.1,1,1.3,1.5,2,1.7,1.3
1978,-0.1,-0.5,0.3,0.5,0,0.4,0.4
1978,-0.7,5.1,1.1,-0.2,1,1.8,1.4
1978,-2.6,-0.2,-0.6,-2,0,0.4,0.1
1978,-3.7,-1.5,-1.8,-1.7,-1.7,-1.4,-1.7
1978,1.1,-2.8,-0.4,2,-1.1,0.2,0.8
1978,-2.4,-3.8,0.1,-0.5,-1,-0.4,-0.6
1978,-1.5,-0.1,0.4,0,0.2,0.5,0.9
1978,0.1,0.5,1.7,2,2,2.4,2.1
1978,0.1,0.2,0.2,0.3,0.6,1.5,1
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1979,,,,,,,
1980,-0.6,-0.1,1.6,,-0.2,0.8,1.2
1980,0.5,-1,0.4,,2.5,0.9,0.4
1980,1.7,0.7,1.7,,1,1.3,1.6
1980,0.4,0.9,0.2,,0.1,0.6,0.6
1980,-1.4,-1,0.1,,0.2,0,0
1980,0.5,2.1,1.5,,1.6,1.7,1.7
1980,-1.3,1.6,1.4,,1.6,1.7,1.7
1980,2,1.8,3.3,,2.9,2.9,2.8
1980,0.5,0.7,1.9,,1.3,2.6,2.3
1980,-2.3,-1.8,0,,0.2,0.8,0.3
1980,1,1.5,0.6,,0.3,1.3,1.7
1980,-1.8,-1.9,-0.4,,2.1,2.3,1.6
1980,0.4,-1,1.2,,0,-0.6,0.6
1980,1.4,2.1,1.5,,2,2.1,2.4
1980,-0.5,0.3,0.1,,-0.1,-0.8,-0.4
1980,0,1.7,1.3,,3.6,3.1,3.1
1980,-0.8,1.3,0,,1.6,1.8,1.9
1980,-0.4,-1.5,0.4,,0.3,1.1,1
1980,-1,0.8,-0.5,,0.5,0.6,0.9
1980,-1.2,1.1,1.3,,1.8,1.8,0.7
1980,-2.4,0.4,0,,-0.3,-0.2,0.2
1980,0.3,1.6,1,,1.4,1,0.6
1980,-1.7,0.6,0.5,,1,0.7,0.6
1980,-2.7,0.4,1.3,,0.4,-0.2,0
1980,-1.4,1.8,1.3,,1,1.3,0.9
1980,0.5,1.8,2.7,,1.8,3,2.9
1980,1.7,2.9,3.8,,2.4,2.8,3
1980,0.1,0.5,0.4,,0.5,1.9,2
1980,0.1,1.2,1.9,,2.1,2.5,2.6
1980,0.4,1.7,2,,0.9,1.5,1.4
1980,-0.6,1.2,1.1,,1.3,1.6,1.8
1980,0.6,-0.7,-0.2,,0.7,1.9,1.6
1980,-1.9,-1,0.2,,1.2,0.5,0.1
1980,-2,-0.2,-0.1,,0.2,0.7,0.6
1980,-1.8,0.6,1,,0.9,1.3,1
1980,-0.7,,1.2,,0.6,-1.3,0
1980,-0.2,,0.8,,0.3,1.2,1.9
1980,-0.1,,1.3,,1.4,1.8,1.8
1980,-0.6,,0.3,,-0.5,0.7,0.8
1980,-2.9,,-1.7,,-1.1,-0.3,-0.4
1980,-1.1,,1.8,,2.1,2.7,1.3
1980,-0.4,,1.1,,0.7,1.4,1
1980,0.4,,1.1,,-2.8,-0.5,0.2
1980,0.4,,1.1,,0.2,0.8,1.4
1980,-0.7,,1.4,,1.4,1.5,1
1980,-1.4,,-0.1,,0.4,0.6,1
1980,-0.9,,0.9,,-0.2,0.7,0.5
1980,-0.6,,0.9,,-0.1,-0.3,-0.6
1980,-1.1,,0.8,,1.5,1.2,1.5
1980,1.1,,1.5,,2,2.2,2.3
1980,-0.4,0,0.1,,0.9,0.4,-0.2
1980,0,-0.3,0.8,,0.7,1,-0.1
1980,-1.9,-0.1,0.9,,0.5,0.1,0.1
1980,0.1,0.4,0.5,,0.1,1.2,1.3
1980,3,1.3,-0.1,,0.5,2.3,2.5
1980,-1.9,1.6,1.2,,2,0.5,0.1
1980,-1.6,1.2,1.6,,1.4,0.5,-0.2
1980,0.2,5.5,0.6,,0.3,0.6,0.6
1980,-0.9,1.9,0.2,,0.2,0.9,1.2
1980,0.4,3,1.1,,-0.1,0.7,0.7
1980,-0.9,0.4,0.5,,0.9,0,-0.2
1980,-1.3,,0.4,-0.8,0.2,-0.4,-1.1
1980,0.4,,3.7,3.5,3.4,3.1,3.1
1980,-0.7,,-0.2,-0.1,0.4,-0.1,0.2
1980,0.1,,1.3,0.4,2.9,1.6,1.3
1980,-1.5,,0.2,0.7,1.8,0.8,0.9
1980,2.6,,1.1,3,1.2,1.4,2.1
1980,2.5,,1.8,3.4,0.5,1.7,2.2
1980,0.9,,-0.1,0.7,-0.2,0.4,0.8
1980,-1.9,,-0.2,-1.4,0,-0.9,0.3
1980,0,,0.6,0.6,1.4,0.4,1.6
1980,-0.6,,1.1,0.2,0.8,0.5,0.1
1980,1.3,,3.1,1.1,1.5,2.7,1.4
1980,-0.1,,-0.1,0,1.3,0,0
1980,1,,0.8,-1.6,1.4,1,1.3
1980,-2.4,,-1.4,-1.7,0.1,-1.3,-1.5
1980,0.5,,2,1.6,2.5,1.7,1.4
1980,-0.8,,1.7,0.4,0.6,0.3,0.9
1980,-2.2,,0.4,0.7,2.1,1.6,0.7
1980,-1.5,,0.6,0.4,2.5,2,1.2
1980,-1.5,,-0.1,-0.7,2,1.6,1.3
1980,-0.1,,1,-1.3,1.6,2.2,1.8
1980,0.1,,1.6,2.1,1.8,1.1,1.8
1980,-1.5,,1,1,0.8,1.3,0.9
1980,-1.5,,1,0.3,1.3,0.6,0.4
1980,-0.5,,0.6,0.7,2.2,1.4,1.4
1980,0.1,,0.4,0,0.8,0.4,0.8
1980,0.7,,0.3,-2.2,-0.4,0.1,-0.1
1980,-1.3,,0.3,-1,2.3,1,0.2
1980,-1,,-0.2,0.2,-1.8,-1.4,-0.1
1980,-0.2,,1.6,2.1,2.7,1.6,1.6
1980,-2.5,,-1.3,-2,-1.2,-0.5,-0.8
1981,,,-0.2,-1.9,,-0.5,-0.1
1981,,,0.9,0.5,,1.4,0.7
1981,,,0.2,-0.6,,0.3,0.2
1981,,,-0.4,-0.8,,0,-0.1
1981,,,0.4,-0.5,,0.7,0.8
1981,,,0.6,-0.9,,2,0.6
1981,,,0.3,0.7,,1,1
1981,,,0.4,-0.1,,0.5,0.2
1981,,,-0.8,-0.1,,0.7,0.8
1981,,,0.3,-0.2,,0.7,0.4
1981,,,-0.1,-0.5,,0.7,0.1
1981,,,-0.7,-0.6,,-0.2,-0.7
1981,,,-2.8,-3,,-3.4,-2
1981,,,-0.4,-1.5,,-0.4,0
1981,,,0.8,-0.4,,0.4,0.2
1981,,,1.1,0.7,,1.7,1.1
1981,,,1,2.1,,2,2
1981,,,0.5,0.3,,2.9,1.2
1981,,,-1.3,0,,0.5,0.1
1981,,,2.5,3,,3.6,3.2
1981,,,0.5,0.6,,1.6,1
1981,,,-0.5,1.2,,1.8,2.3
1981,,,0.3,0.4,,-0.2,0
1981,,,0.8,1.2,,1.5,0.9
1981,,,0.5,1.4,,1.4,1.2
1981,,,0.2,1,,1,0.6
1981,,,2.3,2.8,,3.2,3
1981,,,0.4,0.8,,1.5,1.1
1981,,,0.8,2.1,,2,1.7
1981,,,1.1,1.5,,0.4,-0.5
1981,,,0.1,-0.3,-1.4,0.9,0
1981,,,0.3,-0.7,-2.6,1,-0.7
1981,,,0.4,-0.5,-0.6,0.2,-0.2
1981,,,-0.1,-1.2,0.8,0.9,0.4
1981,,,-0.1,-0.1,0.3,0.5,-0.1
1981,,,-0.2,-1,0.1,0.2,-0.8
1981,,,1.5,-0.4,0.7,1,0.2
1981,,,0,1.1,-0.9,0.9,1.4
1981,,,0.6,-0.2,-1,0.9,-0.2
1981,,,0.7,1,-2.2,1.8,0.6
1981,,,0.5,-0.6,-2.3,1.8,1.3
1981,,,1.2,-0.4,-0.2,2.1,1.7
1981,,,1.2,0.8,0.7,0.7,0.3
1981,,,0,0.3,0.1,0.8,0.5
1981,,,0.7,0.6,-0.1,0.3,0.8
1981,,,1.5,0.9,1.5,1.7,1.5
1981,,,2.2,1.8,2,2.3,2.2
1981,,,1,0.9,0.3,1.8,1
1981,,,0,-1,0.1,0.1,-0.4
1981,,,-1.5,-0.1,0.7,1.1,-0.3
1981,,,-0.5,-0.5,-0.8,-0.1,0.1
1981,,,1.2,1.2,1,1.7,1.6
1981,,,1.1,0.9,1.3,0.9,0.9
1981,,,2.1,1.6,2.6,2.9,3
1981,,,0.1,-0.3,0.5,0.8,0.8
1981,,,1.3,0.7,0.8,1.1,0.6
1981,,,0.2,-0.4,0.3,-0.3,0.3
1981,,,0.8,-1.3,0.5,0.5,-0.2
1981,,,0.6,0.6,0.4,-0.1,-0.3
1981,,,0.8,0.5,-0.6,1.3,0.4
1981,,,0.7,1.6,0.7,1.1,0.7
1981,-0.5,,0.3,1.5,0.1,1,0.4
1981,0.5,,0.9,4.5,1.1,1.4,0.4
1981,1.1,,0,0.8,-0.5,0.2,0.8
1981,-1.2,,0.5,-1.2,1.8,1.3,-0.1
1981,-1.4,,0.3,-1.1,1.1,0,-0.5
1981,0.7,,3.4,2.7,3.4,4.1,3.6
1981,0.4,,0,1.5,0.5,1.2,1
1981,0.3,,2.6,-0.2,1.2,3.2,1.9
1981,0.5,,0.6,1,-0.4,1.2,1.2
1981,-0.3,,0.4,-0.1,1,0.9,0.5
1981,-0.7,,-0.1,-1.2,1.5,-0.1,0.3
1981,-0.9,,0.8,-1.3,0.7,0.7,0.2
1981,-0.6,,-0.1,-0.4,1.1,0,0
1981,0,,0,0.6,0.5,1.2,1.1
1981,-0.5,,1,-1,-2.3,1.9,1
1981,0.1,,0.7,1.4,0.6,1.9,1.5
1981,-0.2,,0.1,0.4,2.8,2.2,1.8
1981,-2.5,,0.4,0.2,0.9,1.8,0.2
1981,0.1,,0,0.3,0,1,0.1
1981,-1.1,,1.3,1.8,1.6,2.2,1.8
1981,-1.5,,1.2,0.1,1.4,2.2,1
1981,-1.2,,2,0.8,0.9,2.1,1.4
1981,-0.3,,0.9,1,0.6,0.6,0.1
1981,-0.8,,0.3,0.6,0.2,0.3,1
1981,-2.9,,-1.2,-2,0.4,1.3,-0.5
1981,-1.9,,-1,-0.2,3.1,3.1,2
1981,0.2,,0.9,0.1,1.2,1.2,0.2
1981,1.4,,0.3,0.9,0.9,1.2,0.3
1981,-0.5,,-0.7,0.5,-1.5,0.9,0.9
1981,-0.7,,0.1,1.8,1.4,1.8,1.1
1981,0,,-0.1,1.4,-0.5,1.9,1
1982,,,0.9,-0.5,0.2,0.4,-0.5
1982,,,0.2,0,-0.1,0.7,0
1982,,,0.7,-1.5,0.7,0.2,0
1982,,,2.1,0,-0.9,-0.2,-0.6
1982,,,0.7,0.1,0.1,0.6,0.1
1982,,,0.2,-0.3,-0.1,0.8,0.3
1982,,,1.1,-0.3,0.7,1,0.4
1982,,,0.4,-1.4,0.9,-0.4,-0.9
1982,,,0.3,0.4,1,1.9,1.5
1982,,,-0.7,-0.3,0.3,1,1.2
1982,,,0.2,1.1,-0.5,0.8,1
1982,,,0,1.1,1.3,0.9,0.5
1982,,,-0.6,0.3,-0.2,0.8,-0.1
1982,,,-0.2,0.9,0.8,1.3,0.7
1982,,,0.2,0.5,-0.4,0,0.1
1982,,,0,3,1,1.7,1.3
1982,,,1,-1.5,-1,-0.1,-1.1
1982,,,0.8,0.5,1.3,2,1.5
1982,,,3.9,1.5,3,3.9,3.5
1982,,,0.5,0.5,1.4,1.2,0.9
1982,,,0.2,1.5,1,1.8,1.6
1982,,,2.3,-2.6,4,3.4,4.5
1982,,,3.6,1.3,1.9,4.5,1.3
1982,,,-0.5,-0.5,0.1,0.3,0.2
1982,,,0.3,1.1,1,1.2,1.2
1982,,,0,-0.5,-1.3,-0.8,-0.9
1982,,,2.3,1.8,2.1,2.5,2.4
1982,,,0.5,0.6,0.2,0.8,0.4
1982,,,0,0,0.2,0.3,0.8
1982,,,0.5,-0.6,0.7,0.6,-0.2
1982,,,0.2,-0.4,-0.2,0.8,-0.2
1982,,,1.4,1.1,1.3,1.6,2.2
1982,,,0.6,1,0.6,1.3,0.9
1982,,,1,0.9,1,0.8,0.4
1982,,,0.2,-1,1,0.4,-0.2
1982,,,-0.1,-0.5,0.5,0.3,-0.1
1982,,,0.7,0.3,1.1,0.8,0.6
1982,,,0,0.4,0.7,1.4,1.3
1982,,,0,-1,1,-1,-0.4
1982,,,2.9,-2.8,2.6,2.9,2.8
1982,,,1.9,1.3,0.6,0.9,0.6
1982,,,0.9,1.6,-0.5,1.7,1
1982,,,0.7,1.4,1.3,1.3,1.3
1982,,,0.8,1.4,0.9,1.2,1.4
1982,,,2,2.9,2.7,3.4,2.9
1982,,,0.5,0,0.4,0.7,0
1982,,,0.6,0.6,1.1,0.3,-0.3
1982,,,0.6,1.5,2,2.6,1.8
1982,,,0.1,1.2,-0.1,0.8,1.1
1982,,,0.9,2.1,0,2,2
1982,,,0.9,1.7,1.1,1.7,1.6
1982,,,0.4,1.1,0.1,0.8,1.2
1982,,,-0.2,0.7,2.9,3.2,1.5
1982,,,0.7,1,1.1,1.2,0.5
1982,,,1.4,1.3,1.2,1,0.7
1982,,,1.2,1.3,2.3,1.9,1.4
1982,,,0.6,0.1,0.8,1.2,0.7
1982,,,-0.1,1.4,0.9,1.4,1.9
1982,,,0.5,0.4,1.9,1.1,0.6
1982,,,0.1,1,1.5,2.1,1.4
1982,,,0.3,3.5,0,1.9,2
1982,,,-0.9,1,1.7,1.8,1.7
1982,,,0.1,,1.2,1,0.7
1982,,,-0.1,,1.3,1.5,1
1982,,,2.5,,-0.4,0.5,0.5
1982,,,1.4,,0.1,1.6,1.5
1982,,,0.5,,1.1,1.5,0.5
1982,,,0.1,,0.4,0.2,-0.5
1982,,,0.5,,-0.3,0,1.4
1982,,,-0.1,,0.1,1.4,0.8
1982,,,-0.1,,0.1,0.6,0.1
1982,,,0.5,,0.3,1.1,0.2
1982,,,0.8,,0.4,0.7,0.6
1982,,,1.1,,1.4,1.8,1.5
1982,,,0.4,,0.5,1,0.1
1982,,,-0.1,,-0.6,0.3,0
1982,,,-0.2,,-0.5,0.5,-0.2
1982,,,0,,0.6,0.5,0.2
1982,,,0.6,,1.1,0.9,1.1
1982,,,0.2,,0.5,0.6,1.5
1982,,,0.2,,1.5,0.4,1.2
1982,,,0.2,,0.2,0.7,1
1982,,,1.1,,0.6,1.1,0.6
1982,,,0.1,,1.3,1,0.4
1982,,,0,,0,0.4,0.3
1982,,,-0.4,,-1.4,0.4,0.1
1982,,,0,,-0.6,-0.7,-0.4
1982,,,1.1,,0.5,0.1,1.3
1982,,,-1.9,,-1.1,-1.2,-1.5
1982,,,0.1,,0.8,0.3,-0.3
1982,,,2.5,,4.2,4.1,3.7
1982,,,1.5,,1.5,2.4,2.8
1983,,,2.4,0.9,0.2,2.8,1.3
1983,,,0,-0.1,-1.2,-0.2,-0.2
1983,,,0.8,1,1.2,1.3,1.5
1983,,,0.7,0.1,-0.3,0.6,2
1983,,,1.8,1.8,-0.5,2.5,2.6
1983,,,0.2,1.4,1.9,3.4,2.6
1983,,,0.2,1,0,1,1.3
1983,,,0.3,0.4,0,0.2,0.6
1983,,,0.9,0.8,1,1.1,1.2
1983,,,0.1,0.6,-0.9,0.5,-0.8
1983,,,0.6,0.7,0.7,0.7,0.7
1983,,,1,0.9,1.3,1.6,0.9
1983,,,0.4,0.2,0.9,0.8,0.5
1983,,,0.4,0.8,1.2,1.8,1.5
1983,,,0.4,0.4,0.4,0.4,0.5
1983,,,0.1,1.3,0.5,2,2.1
1983,,,0.9,2.8,1.2,2.2,3.2
1983,,,2,1.6,1.9,2.4,1.9
1983,,,-0.8,,-2.1,-0.1,-0.2
1983,,,1.6,,0.2,2.8,1.5
1983,,,-1,,0.3,2.3,2.2
1983,,,-0.1,,0.7,0.2,-0.5
1983,,,-0.4,,0.1,1.5,1.6
1983,,,0.5,,0.5,1.2,1
1983,,,1.9,,2.4,2.6,1.4
1983,,,1,,2.6,2.4,2
1983,,,2.2,,2.9,2.9,2.7
1983,,,0.8,,0.9,1.6,0.3
1983,,,0.8,,0.9,1.2,0.2
1983,,,0.1,,1.2,1.4,0.8
1983,,,0,,1.4,1.1,0.5
1983,,,0.1,,0.4,0.5,0
1983,,,0.6,,-0.1,0.3,-0.3
1983,,,0.5,,4.4,2.7,1.1
1983,,,-0.7,,1.4,1.2,0
1983,,,0.2,,1.3,0.6,-0.3
1983,,,0.2,,0.1,0.5,0.1
1983,,,-1.2,-2.1,0.3,1,0.4
1983,,,-1,0.5,0.9,2.3,1
1983,,,1,1.2,0.6,2.3,1.6
1983,,,0.8,0.1,0.3,1.8,0.7
1983,,,1.7,-1.7,-0.2,-0.1,-1
1983,,,-0.5,-0.3,-0.7,0.6,-0.2
1983,,,-0.5,0.4,1.9,2.2,0.8
1983,,,-0.2,0.2,2.4,1.9,0.7
1983,,,-0.3,-0.5,3.1,2.5,1
1983,,,0.6,1,1.1,2.6,2.7
1983,,,0,1.5,-0.6,0.6,1.2
1983,,,0.3,1.8,1,2.3,2
1983,,,2.3,2.5,2.5,3.3,3.1
1983,,,-1.5,-1.5,0.6,0.6,-0.3
1983,,,0.2,0.5,0,2,1
1983,,,-0.3,-0.5,-0.1,1.2,0.8
1983,,,1.2,-1.3,-4.3,-1.8,-1.2
1983,,,-0.8,0.1,0.4,0.1,-0.6
1983,,,0.7,0.8,0.2,0.9,0.7
1983,,,0.2,0.7,1.1,0.9,0.6
1983,,,0.9,1.4,0.5,1,1.3
1983,,,0.4,1.3,2.1,2.5,2
1983,,,0.3,-0.5,0.2,0.1,-0.2
1983,,,0,1.5,0.5,0.7,0.6
1983,,,2.2,1.7,1.4,1.3,1.8
1983,,,1.8,1.6,1.5,2,1.4
1983,,,-0.7,0.2,1.7,0.9,-0.4
1983,,,1.5,1.4,0.3,1.3,0.9
1983,,,0.8,-0.5,0,-0.8,-1.1
1983,,,-0.4,0.7,1.2,1.5,1.3
1983,,,0.3,0.6,0.4,1.6,1.2
1983,,,0.2,1.5,0.6,1.7,0.5
1983,,,0.3,1.6,0,2.3,1.9
1983,,,-0.3,1.7,0.2,1,1.3
1983,,,1.5,1.3,1.8,2.2,0.8
1983,,,0.4,1.6,2.1,1.7,1
1983,,,0,0,0,1.6,0.3
1983,,,-0.2,-0.4,0.2,0.4,-0.7
1983,,,0.5,-1.4,0.7,1.2,0.3
1983,,,0.6,0.1,1,2,0.7
1983,,,-0.4,-0.7,2.9,1,1.1
1983,,,0.9,1.1,1.3,1.7,2
1983,,,0.6,1.6,2.1,2.3,2
1983,,,1.6,-2.5,2.3,1.2,0.7
1983,,,1.7,2.9,2,2.3,2.4
1983,,,0.1,0.1,-0.4,-0.2,0.1
1983,,,0.2,1.2,1.4,1.3,1.7
1983,,,-0.6,1.4,-0.6,0.6,1.5
1983,,,-0.4,1.3,0.3,0.8,1.3
1983,,,0.1,1,-0.1,0.4,0.7
1983,,,1,-0.2,-0.6,1.2,1.4
1983,,,1.8,1.5,1.6,3.6,2.2
1983,,,0.6,0.6,-0.3,0.7,0.2
1983,,,0.2,-0.3,0.6,0.3,0.4
1983,,,0.4,0.8,0.6,1,0.5
1984,,,0.8,0.4,1,1.5,1
1984,,,-0.1,-0.7,0.2,1,-0.4
1984,,,2,1,2.5,2.3,1.8
1984,,,-1.1,-3.3,-1.8,-2.1,-2.4
1984,,,1.7,1.1,0.6,1.2,1.2
1984,,,-1.2,-1.5,-2,-0.8,-0.5
1984,,,0.6,0.9,0.4,1,0.6
1984,,,1.2,1.3,0.3,1,0.7
1984,,,0.1,0.7,-0.5,0.9,0.1
1984,,,-0.4,-0.4,-0.9,-0.1,-0.5
1984,,,1.6,0.6,0.1,1.4,0.7
1984,,,0.4,-2,2.2,1.3,-0.4
1984,,,-1,-1.6,1.4,0.7,0.2
1984,,,0.7,0.4,0.4,0.9,1.5
1984,,,0.6,-0.9,1.1,0.6,0.5
1984,,,0.2,-1.3,-0.3,-0.1,-0.4
1984,,,0.2,0.1,0.4,1,0.4
1984,,,0.6,0.5,-0.6,0,-0.1
1984,,,-0.2,-0.2,-0.6,-0.3,-1
1984,,,1.4,-0.1,-1.3,0.7,0.4
1984,,,1.1,1.5,0.7,2,1.1
1984,,,1.1,1.7,0.7,1.9,1.1
1984,,,-0.8,0,0.5,0.1,-1.1
1984,,,1.3,0.9,0.8,2.1,0.8
1984,,,2.1,2.1,1.9,3,1.5
1984,,,1.8,1.5,2.1,3,2.2
1984,,,-0.8,0.1,0.5,0.5,-0.2
1984,,,2.2,3.4,2.8,3.8,2.7
1984,,,1.7,2,2.2,3,2.8
1984,,,0.3,0.7,0.7,1.1,0.6
1984,,,-0.1,1,-0.4,1.3,1
1984,,,-0.4,1.4,1.1,1.4,1
1984,,,0.4,1,1.9,2.9,1.3
1984,,,-0.3,-1.7,-1.2,-0.6,-1.5
1984,,,0,-0.3,-0.3,0.7,-0.4
1984,,,-0.4,-0.5,0,0.8,-0.7
1984,,,0,-0.1,-0.2,0.9,0
1984,,,-0.4,0.8,0.5,1.5,-0.2
1984,,,0.5,1.5,0.6,2,1.9
1984,,,1.5,2.6,1.1,1.8,3
1984,,,0,-1.4,-2.9,0,-1.1
1984,,,0.5,2.2,0.5,1.2,0.4
1984,,,0.4,-0.2,-1.2,0,0
1984,,,0.2,0.7,1.2,2.5,1.5
1984,,,1.2,1.3,-0.7,1.6,0.4
1984,,,0.6,0.7,0.5,1.5,0.9
1984,,,0.8,1.4,0.8,1.6,1.3
1984,,,0.2,1.5,0.7,1.9,1.4
1984,,,-0.8,-0.3,0.2,1.2,0.6
1984,,,0.2,0,-0.7,0.6,0
1984,,,-0.1,1.1,1.6,2.1,1
1984,,,0.7,1.9,2.8,3.6,2.1
1984,,,0.2,0.5,0.2,0.8,0.5
1984,,,0.3,1.9,1.5,3,1.5
1984,,,0,1.4,1.1,2.2,1.2
1984,,,0.2,0.7,0.2,1.5,0.3
1984,,,0,-0.2,-0.9,0.6,0.3
1984,,,0.5,0.5,2.7,2.7,1
1984,,,-0.8,-0.5,-0.3,0.5,-0.8
1984,,,1.2,-1.8,2.7,2.3,-0.9
1984,,,-0.4,-0.7,-0.2,-0.2,0
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,,,,,
1984,,,2.3,2.8,1.9,2.9,2.7
1984,,,-0.2,0,0.1,0.1,0
1984,,,-0.7,-0.3,-1.5,-0.1,-0.6
1984,,,1.3,1.2,1.4,2.5,1.4
1984,,,0.9,0,-0.4,0.4,-0.7
1984,,,0.1,-0.5,0.5,0.2,-0.1
1984,,,-0.3,0.3,2.3,0.9,0.3
1984,,,0.7,0.3,0.8,1.1,0.4
1984,,,1.5,0.6,0.2,1.4,-0.1
1984,,,3.2,1.7,1.4,2.5,1.9
1984,,,0.2,-0.1,0.4,1.3,1.4
